n,pmid,id,source,doi_publication,title,authorString,journalTitle,pubYear,journalIssn,pubType,isOpenAccess,inEPMC,inPMC,hasPDF,hasBook,hasSuppl,citedByCount,hasReferences,hasTextMinedTerms,hasDbCrossReferences,hasLabsLinks,hasTMAccessionNumbers,firstIndexDate,firstPublicationDate,issue,journalVolume,pageInfo,pmcid,pmcid_,pmcid_pmc,pmcid_uid,doi.y,filename,is_relevant_data,is_relevant_code,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements,is_success,true_open_data,doi_open_data,study_type,dataset_type,Notes,FAIR_level,FAIRness,Findability,Accesibility,Interoperability,Reusability,Findability_level,Accesibility_level,Interoperability_level,Reusability_level,FsF_F1_01D,FsF_F1_02D,FsF_F2_01M,FsF_F3_01M,FsF_F4_01M,FsF_A1_01M,FsF_A1_03D,FsF_A1_02M,FsF_I1_01M,FsF_I1_02M,FsF_I3_01M,FsF_R1_01MD,FsF_R1.1_01M,FsF_R1.2_01M,FsF_R1.3_01M,FsF_R1.3_02D
40,26781718,26781718,MED,10.1007/s10006-015-0542-1,Ebola virus disease: any risk for oral and maxillo-facial surgery? An overview.,"Reichart PA, Gelderblom HR, Khongkhunthian P, Schmidt-Westhausen A.",Oral Maxillofac Surg,2016,1865-1550; 1865-1569; ,review-article; review; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2016-01-20,2016-01-19,2,20,111-114,PMC7088354,7088354,,7088354,10.1007/s10006-015-0542-1,PMC 7088354.xml,TRUE,FALSE,10.1007/s10006-015-0542-1,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,26798065,26798065,MED,10.1186/s40510-016-0119-z,Does fixed retention prevent overeruption of unopposed mandibular second molars in maxillary first molar extraction cases?,"Livas C, Halazonetis DJ, Booij JW, Katsaros C, Ren Y.",Prog Orthod,2016,1723-7785; 2196-1042; ,research-article; journal article,Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2016-01-23,2016-01-21,NA,17,6,PMC4722044,4722044,,4722044,10.1186/s40510-016-0119-z,PMC 4722044.xml,TRUE,TRUE,10.1186/s40510-016-0119-z,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,26803587,26803587,MED,10.1186/s13005-016-0103-3,Management and prevention of acute bleedings in the head and neck area with interventional radiology.,"Storck K, Kreiser K, Hauber J, Buchberger AM, Staudenmaier R, Kreutzer K, Bas M.",Head Face Med,2016,1746-160x,research-article; journal article,Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2016-01-25,2016-01-23,NA,12,6,PMC4724401,4724401,,4724401,10.1186/s13005-016-0103-3,PMC 4724401.xml,TRUE,FALSE,10.1186/s13005-016-0103-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,26810391,26810391,MED,10.1111/jcpe.12518,Three-year randomized study of manual and power toothbrush effects on pre-existing gingival recession.,"Dörfer CE, Staehle HJ, Wolff D.",J Clin Periodontol,2016,0303-6979; 1600-051x; ,research-article; randomized controlled trial; journal article,Y,Y,N,Y,N,N,5,Y,Y,N,Y,N,2016-01-27,2016-05-05,6,43,512-519,PMC5084749,5084749,,5084749,10.1111/jcpe.12518,PMC 5084749.xml,TRUE,FALSE,10.1111/jcpe.12518,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,26813232,26813232,MED,10.1186/s12903-016-0161-8,Evaluation of the autogenous bone block transfer for dental implant placement: Symphysal or ramus harvesting?,"Ersanli S, Arisan V, Bedeloglu E.",BMC Oral Health,2016,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,5,Y,Y,N,Y,N,2016-01-28,2016-01-26,NA,16,4,PMC4728796,4728796,,4728796,10.1186/s12903-016-0161-8,PMC 4728796.xml,TRUE,TRUE,10.1186/s12903-016-0161-8,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,26818457,26818457,MED,10.1186/s13005-016-0104-2,Precision of fibula positioning guide in mandibular reconstruction with a fibula graft.,"Lim SH, Kim MK, Kang SH.",Head Face Med,2016,1746-160x,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2016-01-29,2016-01-27,NA,12,7,PMC4728821,4728821,,4728821,10.1186/s13005-016-0104-2,PMC 4728821.xml,TRUE,TRUE,10.1186/s13005-016-0104-2,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,26821610,26821610,MED,10.1186/s13005-016-0102-4,Expression of cell adhesion molecule CD44 in mucoepidermoid carcinoma and its association with the tumor behavior.,"Binmadi N, Elsissi A, Elsissi N.",Head Face Med,2016,1746-160x,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2016-01-30,2016-01-29,NA,12,8,PMC4731993,4731993,,4731993,10.1186/s13005-016-0102-4,PMC 4731993.xml,TRUE,TRUE,10.1186/s13005-016-0102-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,26822537,26822537,MED,10.1186/s12903-016-0164-5,Combining self-management cues with incentives to promote interdental cleaning among Indian periodontal disease outpatients.,"Lhakhang P, Hamilton K, Sud N, Sud S, Kroon J, Knoll N, Schwarzer R.",BMC Oral Health,2016,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,8,Y,Y,N,Y,N,2016-01-30,2016-01-28,NA,16,6,PMC4731919,4731919,,4731919,10.1186/s12903-016-0164-5,PMC 4731919.xml,TRUE,TRUE,10.1186/s12903-016-0164-5,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,26822674,26822674,MED,10.1186/s12903-016-0170-7,Managing patients taking novel oral anticoagulants (NOAs) in dentistry: a discussion paper on clinical implications.,"Costantinides F, Rizzo R, Pascazio L, Maglione M.",BMC Oral Health,2016,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,11,Y,Y,N,Y,N,2016-01-30,2016-01-28,NA,16,5,PMC4731944,4731944,,4731944,10.1186/s12903-016-0170-7,PMC 4731944.xml,TRUE,FALSE,10.1186/s12903-016-0170-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,26825747,26825747,MED,10.1097/scs.0000000000002376,Comparison Between Interactive Closest Point and Procrustes Analysis for Determining the Median Sagittal Plane of Three-Dimensional Facial Data.,"Xiong Y, Zhao Y, Yang H, Sun Y, Wang Y.",J Craniofac Surg,2016,1049-2275; 1536-3732; ,"comparative study; research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,5,Y,Y,N,Y,N,2016-01-31,2016-03-01,2,27,441-444,PMC4782817,4782817,,4782817,10.1097/SCS.0000000000002376,PMC 4782817.xml,TRUE,TRUE,10.1097/SCS.0000000000002376,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,26825783,26825783,MED,10.1186/s13005-016-0105-1,Use of modified lateral upper arm free flap for reconstruction of soft tissue defect after resection of oral cancer.,"Yang XD, Zhao SF, Zhang Q, Wang YX, Li W, Hong XW, Hu QG.",Head Face Med,2016,1746-160x,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,0,Y,Y,N,Y,N,2016-01-31,2016-01-29,NA,12,9,PMC4731961,4731961,,4731961,10.1186/s13005-016-0105-1,PMC 4731961.xml,TRUE,FALSE,10.1186/s13005-016-0105-1,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,26827054,26827054,MED,10.4317/medoral.20719,Non surgical predicting factors for patient satisfaction after third molar surgery.,"Balaguer-Martí JC, Aloy-Prósper A, Peñarrocha-Oltra A, Peñarrocha-Diago M, Peñarrocha-Diago M.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article; observational study,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e201-5,PMC4788800,4788800,,4788800,10.4317/medoral.20719,PMC 4788800.xml,TRUE,TRUE,10.4317/medoral.20719,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,26827055,26827055,MED,10.4317/medoral.20754,Vascular mapping of the face: B-mode and doppler ultrasonography study.,"Tucunduva MJ, Tucunduva-Neto R, Saieg M, Costa AL, de Freitas C.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,6,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e135-41,PMC4788790,4788790,,4788790,10.4317/medoral.20754,PMC 4788790.xml,TRUE,TRUE,10.4317/medoral.20754,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,26827056,26827056,MED,10.4317/medoral.20756,"Dental research in Spain. A bibliometric analysis on subjects, authors and institutions (1993-2012).","Bueno-Aguilera F, Jiménez-Contreras E, Lucena-Martín C, Pulgar-Encinas R.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,6,Y,Y,N,Y,N,2016-02-01,2016-03-01,2,21,e142-50,PMC4788791,4788791,,4788791,10.4317/medoral.20756,PMC 4788791.xml,TRUE,TRUE,10.4317/medoral.20756,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,26827057,26827057,MED,10.4317/medoral.20770,Clinical findings and risk factors to oral squamous cell carcinoma in young patients: A 12-year retrospective analysis.,"Santos HB, dos Santos TK, Paz AR, Cavalcanti YW, Nonaka CF, Godoy GP, Alves PM.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,"research support, non-u.s. gov't; research-article; multicenter study; journal article",Y,Y,N,Y,N,N,17,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e151-6,PMC4788792,4788792,,4788792,10.4317/medoral.20770,PMC 4788792.xml,TRUE,FALSE,10.4317/medoral.20770,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,26827058,26827058,MED,10.4317/medoral.20785,Prevalence of salivary Epstein-Barr virus in potentially malignant oral disorders and oral squamous cell carcinoma.,"Bagan L, Ocete-Monchon MD, Leopoldo-Rodado M, Murillo-Cortes J, Díaz-Fernández JM, Medina-Gonzalez R, Gimeno-Cardona C, Bagan JV.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e157-60,PMC4788793,4788793,,4788793,10.4317/medoral.20785,PMC 4788793.xml,TRUE,TRUE,10.4317/medoral.20785,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,26827059,26827059,MED,10.4317/medoral.20812,Lack of evidence of hepatitis in patients with oral lichen planus in China: A case control study.,"Song J, Zhang Z, Ji X, Su S, Liu X, Xu S, Han Y, Mu D, Liu H.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2016-02-01,2016-03-01,2,21,e161-8,PMC4788794,4788794,,4788794,10.4317/medoral.20812,PMC 4788794.xml,TRUE,TRUE,10.4317/medoral.20812,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,26827060,26827060,MED,10.4317/medoral.20866,Impact of oral mucosa lesions on the quality of life related to oral health. An etiopathogenic study.,"Villanueva-Vilchis MD, López-Ríos P, García IM, Gaitán-Cepeda LA.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e178-84,PMC4788796,4788796,,4788796,10.4317/medoral.20866,PMC 4788796.xml,TRUE,TRUE,10.4317/medoral.20866,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,26827061,26827061,MED,10.4317/medoral.20872,Recurrent aphthous stomatitis and Helicobacter pylori.,"Gomes CC, Gomez RS, Zina LG, Amaral FR.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,"research support, non-u.s. gov't; systematic review; review-article; review; journal article",Y,Y,N,Y,N,N,9,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e187-91,PMC4788798,4788798,,4788798,10.4317/medoral.20872,PMC 4788798.xml,TRUE,FALSE,10.4317/medoral.20872,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,26827062,26827062,MED,10.4317/medoral.20927,"Bisphosphonates, vitamin D, parathyroid hormone, and osteonecrosis of the jaw. Could there be a missing link?","Leizaola-Cardesa IO, Aguilar-Salvatierra A, Gonzalez-Jaranay M, Moreu G, Sala-Romero MJ, Gómez-Moreno G.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,review-article; review; journal article,Y,Y,N,Y,N,N,6,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e236-40,PMC4788805,4788805,,4788805,10.4317/medoral.20927,PMC 4788805.xml,TRUE,FALSE,10.4317/medoral.20927,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,26827063,26827063,MED,10.4317/medoral.20938,"Complications in the use of the mandibular body, ramus and symphysis as donor sites in bone graft surgery. A systematic review.","Reininger D, Cobo-Vázquez C, Monteserín-Matesanz M, López-Quiles J.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,comparative study; systematic review; review-article; review; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e241-9,PMC4788806,4788806,,4788806,10.4317/medoral.20938,PMC 4788806.xml,TRUE,FALSE,10.4317/medoral.20938,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,26827064,26827064,MED,10.4317/medoral.20946,Surface characterization and in vivo evaluation of laser sintered and machined implants followed by resorbable-blasting media process: A study in sheep.,"Bowers M, Yoo D, Marin C, Gil L, Shabaka N, Goldstein M, Janal M, Tovar N, Hirata R, Bonfante E, Coelho P.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,comparative study; research-article; journal article,Y,Y,N,Y,N,N,2,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e206-13,PMC4788801,4788801,,4788801,10.4317/medoral.20946,PMC 4788801.xml,TRUE,TRUE,10.4317/medoral.20946,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,26827065,26827065,MED,10.4317/medoral.20963,Prevention of medication-related osteonecrosis of the jaws secondary to tooth extractions. A systematic review.,"Diniz-Freitas M, Limeres J.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,systematic review; review-article; review; journal article,Y,Y,N,Y,N,N,7,Y,Y,N,Y,N,2016-02-01,2016-03-01,2,21,e250-9,PMC4788807,4788807,,4788807,10.4317/medoral.20963,PMC 4788807.xml,TRUE,FALSE,10.4317/medoral.20963,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,26827066,26827066,MED,10.4317/medoral.21001,"Concept, diagnosis and classification of bisphosphonate-associated osteonecrosis of the jaws. A review of the literature.","Gavaldá C, Bagán JV.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,review-article; review; journal article,Y,Y,N,Y,N,N,9,Y,Y,N,Y,N,2016-02-01,2016-05-01,3,21,e260-70,PMC4867198,4867198,,4867198,10.4317/medoral.21001,PMC 4867198.xml,TRUE,TRUE,10.4317/medoral.21001,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,26827067,26827067,MED,10.4317/medoral.21024,Effect of implant macro-design on primary stability: A prospective clinical study.,"Lozano-Carrascal N, Salomó-Coll O, Gilabert-Cerdà M, Farré-Pagés N, Gargallo-Albiol J, Hernández-Alfaro F.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,20,Y,Y,N,N,N,2016-02-01,2016-03-01,2,21,e214-21,PMC4788802,4788802,,4788802,10.4317/medoral.21024,PMC 4788802.xml,TRUE,TRUE,10.4317/medoral.21024,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,26827068,26827068,MED,10.4317/medoral.21029,Retrospective study of 289 odontogenic tumors in a Brazilian population.,"da Silva LP, Serpa MS, Tenório JR, do Nascimento GJ, de Souza-Andrade ES, Veras-Sobral AP.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,8,Y,Y,N,N,N,2016-02-01,2016-05-01,3,21,e271-5,PMC4867199,4867199,,4867199,10.4317/medoral.21029,PMC 4867199.xml,TRUE,TRUE,10.4317/medoral.21029,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,26827069,26827069,MED,10.4317/medoral.21044,Osteonecrosis of the jaw induced by receptor activator of nuclear factor-kappa B ligand (Denosumab) - Review.,"de Oliveira CC, Brizeno LA, de Sousa FB, Mota MR, Alves AP.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,review-article; review; journal article,Y,Y,N,Y,N,N,10,Y,Y,N,Y,N,2016-02-01,2016-07-01,4,21,e431-9,PMC4920456,4920456,,4920456,10.4317/medoral.21044,PMC 4920456.xml,TRUE,TRUE,10.4317/medoral.21044,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,26827070,26827070,MED,10.4317/medoral.21048,Correlation between periodontal disease management and metabolic control of type 2 diabetes mellitus. A systematic literature review.,"Pérez-Losada FL, Jané-Salas E, Sabater-Recolons MM, Estrugo-Devesa A, Segura-Egea JJ, López-López J.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,systematic review; review-article; review; journal article,Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2016-02-01,2016-07-01,4,21,e440-6,PMC4920457,4920457,,4920457,10.4317/medoral.21048,PMC 4920457.xml,TRUE,FALSE,10.4317/medoral.21048,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,26827071,26827071,MED,10.4317/medoral.21055,Long-term outcome of dental implants after maxillary augmentation with and without bone grafting.,"Cara-Fuentes M, Machuca-Ariza J, Ruiz-Martos A, Ramos-Robles MC, Martínez-Lara I.",Med Oral Patol Oral Cir Bucal,2016,1698-4447; 1698-6946; ,research-article; journal article,Y,Y,N,Y,N,N,10,Y,Y,N,Y,N,2016-02-01,2016-03-01,2,21,e229-35,PMC4788804,4788804,,4788804,10.4317/medoral.21055,PMC 4788804.xml,TRUE,TRUE,10.4317/medoral.21055,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,26830842,26830842,MED,10.1186/s12903-016-0162-7,Persistent oral health disparity in 12-year-old Hispanics: a cross-sectional study.,"Elias-Boneta AR, Toro MJ, Rivas-Tumanyan S, Murillo M, Orraca L, Encarnacion A, Cernigliaro D, Toro-Vizcarrondo C, Psoter WJ.",BMC Oral Health,2016,1472-6831,"research support, non-u.s. gov't; research-article; journal article; research support, n.i.h., extramural",Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2016-02-03,2016-02-01,NA,16,10,PMC4736133,4736133,,4736133,10.1186/s12903-016-0162-7,PMC 4736133.xml,TRUE,TRUE,10.1186/s12903-016-0162-7,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,26830918,26830918,MED,10.1186/s12903-016-0163-6,The effect of the duration of intravenous zolendronate medication on the success of non-surgical endodontic therapy: a retrospective study.,"Dereci Ö, Orhan EO, Irmak Ö, Ay S.",BMC Oral Health,2016,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,1,Y,Y,N,Y,N,2016-02-03,2016-02-01,NA,16,9,PMC4736625,4736625,,4736625,10.1186/s12903-016-0163-6,PMC 4736625.xml,TRUE,TRUE,10.1186/s12903-016-0163-6,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,26831141,26831141,MED,10.1186/s12903-016-0165-4,The lived experience of Sjögren's Syndrome.,"Ngo DYJ, Thomson WM, Nolan A, Ferguson S.",BMC Oral Health,2016,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,5,Y,Y,N,Y,N,2016-02-03,2016-02-01,NA,16,7,PMC4736702,4736702,,4736702,10.1186/s12903-016-0165-4,PMC 4736702.xml,TRUE,FALSE,10.1186/s12903-016-0165-4,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,26831336,26831336,MED,10.1186/s12903-016-0167-2,Posterior composites and new caries on adjacent surfaces - any association? Longitudinal study with a split-mouth design.,"Skudutyte-Rysstad R, Tveit AB, Espelid I, Kopperud SE.",BMC Oral Health,2016,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2016-02-03,2016-02-01,NA,16,11,PMC4736652,4736652,,4736652,10.1186/s12903-016-0167-2,PMC 4736652.xml,TRUE,FALSE,10.1186/s12903-016-0167-2,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,26831505,26831505,MED,10.1186/s12903-016-0169-0,The CATFISH study protocol: an evaluation of a water fluoridation scheme.,"Goodwin M, Emsley R, Kelly M, Rooney E, Sutton M, Tickle M, Wagstaff R, Walsh T, Whittaker W, Pretty IA.",BMC Oral Health,2016,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,4,Y,Y,N,Y,N,2016-02-03,2016-02-01,NA,16,8,PMC4736087,4736087,,4736087,10.1186/s12903-016-0169-0,PMC 4736087.xml,TRUE,FALSE,10.1186/s12903-016-0169-0,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,26831727,26831727,MED,10.1186/s12903-016-0171-6,Caries remineralisation and arresting effect in children by professionally applied fluoride treatment - a systematic review.,"Gao SS, Zhang S, Mei ML, Lo EC, Chu CH.",BMC Oral Health,2016,1472-6831,"research support, non-u.s. gov't; research-article; systematic review; review; journal article",Y,Y,N,Y,N,N,61,Y,Y,N,Y,N,2016-02-03,2016-02-01,NA,16,12,PMC4736084,4736084,,4736084,10.1186/s12903-016-0171-6,PMC 4736084.xml,TRUE,FALSE,10.1186/s12903-016-0171-6,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,26832782,26832782,MED,10.1007/s00784-016-1729-z,Pro-inflammatory cytokines at zirconia implants and teeth. A cross-sectional assessment.,"Cionca N, Hashim D, Cancela J, Giannopoulou C, Mombelli A.",Clin Oral Investig,2016,1432-6981; 1436-3771; ,comparative study; research-article; journal article,Y,Y,N,Y,N,N,7,Y,Y,N,Y,N,2016-02-03,2016-02-02,8,20,2285-2291,PMC5069320,5069320,,5069320,10.1007/s00784-016-1729-z,PMC 5069320.xml,TRUE,FALSE,10.1007/s00784-016-1729-z,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,26847169,26847169,MED,10.1111/jcpe.12522,Effect of platform switching on crestal bone levels around implants in the posterior mandible: 3 years results from a multicentre randomized clinical trial.,"Rocha S, Wagner W, Wiltfang J, Nicolau P, Moergel M, Messias A, Behrens E, Guerra F.",J Clin Periodontol,2016,0303-6979; 1600-051x; ,"research support, non-u.s. gov't; research-article; multicenter study; randomized controlled trial; journal article",Y,Y,N,Y,N,Y,12,Y,Y,N,Y,N,2016-02-06,2016-03-30,4,43,374-382,PMC5071662,5071662,,5071662,10.1111/jcpe.12522,PMC 5071662.xml,TRUE,FALSE,10.1111/jcpe.12522,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,26847634,26847634,MED,10.1186/s12903-016-0172-5,Krüppel-like factor 4 expression in oral carcinoma cells and hypermethylation at the gene promoter.,"Yamaguchi A, Kuroyama K, Tokura A, Saito A, Arikawa H, Hasebe T, Usui D, Yamaguchi K, Chiba T, Imai K.",BMC Oral Health,2016,1472-6831,"research support, non-u.s. gov't; research-article; journal article",Y,Y,N,Y,N,N,2,Y,Y,N,Y,Y,2016-02-06,2016-02-04,NA,16,13,PMC4743192,4743192,,4743192,10.1186/s12903-016-0172-5,PMC 4743192.xml,TRUE,FALSE,10.1186/s12903-016-0172-5,TRUE,field-specific repository,FALSE,we referred a dna sequence data of klf4 gene deposited to genbank (dq658241 1).,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,26847700,26847700,MED,10.1186/s12903-016-0174-3,The effect of fixed appliances on oral malodor from beginning of treatment till 1 year.,"Sökücü O, Akpinar A, Özdemir H, Birlik M, Çalisir M.",BMC Oral Health,2016,1472-6831,research-article; journal article,Y,Y,N,Y,N,N,3,Y,Y,N,Y,N,2016-02-06,2016-02-04,NA,16,14,PMC4743085,4743085,,4743085,10.1186/s12903-016-0174-3,PMC 4743085.xml,TRUE,FALSE,10.1186/s12903-016-0174-3,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,26850723,26850723,MED,10.1186/s13005-016-0106-0,"Basal cell carcinoma, squamous cell carcinoma and melanoma of the head and face.","Feller L, Khammissa RAG, Kramer B, Altini M, Lemmer J.",Head Face Med,2016,1746-160x,review-article; review; journal article,Y,Y,N,Y,N,N,26,Y,Y,N,Y,N,2016-02-07,2016-02-05,NA,12,11,PMC4744388,4744388,,4744388,10.1186/s13005-016-0106-0,PMC 4744388.xml,TRUE,FALSE,10.1186/s13005-016-0106-0,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,26856712,26856712,MED,10.1007/s00784-016-1739-x,Isolation of Propionibacterium acnes among the microbiota of primary endodontic infections with and without intraoral communication.,"Niazi SA, Al Kharusi HS, Patel S, Bruce K, Beighton D, Foschi F, Mannocci F.",Clin Oral Investig,2016,1432-6981; 1436-3771; ,research-article; journal article,Y,Y,N,Y,N,N,3,Y,Y,N,Y,Y,2016-02-10,2016-02-09,8,20,2149-2160,PMC5069318,5069318,,5069318,10.1007/s00784-016-1739-x,PMC 5069318.xml,TRUE,TRUE,10.1007/s00784-016-1739-x,FALSE,,FALSE,,,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
